,final_result,score,sum_click,Engagement
12924,Pass,71,3294,1
12925,Withdrawn,84,2424,0
12926,Pass,53,414,0
12927,Fail,47,666,0
12928,Pass,78,608,0
12929,Distinction,65,1197,0
12930,Distinction,96,7943,1
12931,Pass,51,443,0
12932,Fail,100,134,1
12933,Fail,60,1088,0
12934,Withdrawn,83,397,0
12935,Pass,79,1541,0
12936,Withdrawn,65,850,0
12937,Withdrawn,63,2716,0
12938,Withdrawn,89,97,0
12939,Fail,70,445,0
12940,Pass,65,147,0
12941,Fail,80,268,0
12942,Pass,86,470,0
12943,Pass,88,1448,0
12944,Distinction,94,493,1
12945,Fail,57,1198,0
12946,Withdrawn,67,923,0
12947,Distinction,83,576,0
12948,Fail,69,681,0
12949,Fail,56,2582,0
12950,Pass,79,2347,1
12951,Withdrawn,81,5082,0
12952,Withdrawn,65,186,0
12953,Pass,74,3230,1
12954,Pass,60,404,0
12955,Withdrawn,70,43,0
12956,Pass,76,1158,0
12957,Withdrawn,60,734,0
12958,Withdrawn,95,1447,1
12959,Distinction,96,4052,1
12960,Pass,67,2083,1
12961,Pass,72,941,0
12962,Withdrawn,68,661,0
12963,Fail,100,89,1
12964,Pass,79,967,0
12965,Pass,64,1509,0
12966,Distinction,90,1794,0
12967,Pass,91,5881,1
12968,Pass,69,737,0
12969,Pass,66,3123,1
12970,Distinction,95,3803,1
12971,Pass,87,1486,0
12972,Pass,57,5204,1
12973,Pass,86,285,0
12974,Distinction,99,882,1
12975,Pass,80,535,0
12976,Withdrawn,86,1213,0
12977,Fail,70,29,0
12978,Distinction,97,7815,1
12979,Pass,70,1361,0
12980,Fail,70,92,0
12981,Pass,79,543,0
12982,Withdrawn,81,2486,0
12983,Pass,81,8535,1
12984,Pass,70,1103,0
12985,Withdrawn,72,172,0
12986,Withdrawn,69,4526,0
12987,Withdrawn,77,387,0
12988,Distinction,85,3038,0
12989,Fail,69,6,0
12990,Distinction,78,1441,0
12991,Pass,85,7369,1
12992,Withdrawn,79,684,0
12993,Pass,93,1916,1
12994,Withdrawn,61,2714,0
12995,Pass,88,894,0
12996,Withdrawn,83,505,0
12997,Withdrawn,55,448,0
12998,Pass,78,676,0
12999,Fail,72,1445,0
13000,Withdrawn,58,2758,0
13001,Pass,65,900,0
13002,Pass,80,4527,1
13003,Fail,74,155,0
13004,Withdrawn,46,1048,0
13005,Pass,84,437,0
13006,Fail,59,25,0
13007,Withdrawn,10,144,0
13008,Pass,68,1520,0
13009,Pass,71,2067,1
13010,Fail,77,197,0
13011,Pass,84,2138,1
13012,Pass,84,631,0
13013,Withdrawn,68,3297,0
13014,Pass,81,2882,1
13015,Fail,61,1976,0
13016,Withdrawn,81,2798,0
13017,Fail,56,559,0
13018,Withdrawn,75,1511,0
13019,Pass,92,563,1
13020,Withdrawn,83,533,0
13021,Fail,84,88,0
13022,Fail,64,2240,0
13023,Fail,67,335,0
13024,Pass,83,1399,0
13025,Pass,72,774,0
13026,Pass,85,4808,1
13027,Pass,70,2314,1
13028,Pass,86,5430,1
13029,Pass,91,1315,1
13030,Fail,80,307,0
13031,Pass,86,380,0
13032,Pass,90,882,0
13033,Fail,62,178,0
13034,Withdrawn,74,403,0
13035,Withdrawn,59,1748,0
13036,Withdrawn,63,2906,0
13037,Pass,92,2210,1
13038,Fail,62,529,0
13039,Fail,78,1036,0
13040,Withdrawn,54,447,0
13041,Distinction,96,2696,1
13042,Distinction,93,2955,1
13043,Pass,76,9077,1
13044,Pass,57,729,0
13045,Pass,77,3270,1
13046,Pass,74,3703,1
13047,Pass,75,414,0
13048,Distinction,84,1139,0
13049,Pass,72,1177,0
13050,Pass,94,1092,1
13051,Pass,84,1476,0
13052,Pass,86,739,0
13053,Withdrawn,59,2834,0
13054,Fail,77,376,0
13055,Fail,92,41,1
13056,Withdrawn,87,1410,0
13057,Withdrawn,41,951,0
13058,Pass,60,3290,1
13059,Fail,27,85,0
13060,Withdrawn,41,142,0
13061,Pass,81,233,0
13062,Withdrawn,53,321,0
13063,Fail,59,980,0
13064,Distinction,96,342,1
13065,Distinction,85,1337,0
13066,Pass,90,791,0
13067,Pass,87,3512,1
13068,Pass,75,650,0
13069,Pass,93,1802,1
13070,Pass,80,1772,1
13071,Distinction,90,4473,0
13072,Pass,73,2654,1
13073,Pass,66,3127,1
13074,Withdrawn,14,167,0
13075,Pass,86,387,0
13076,Pass,79,3218,1
13077,Fail,65,588,0
13078,Fail,60,405,0
13079,Pass,80,1532,0
13080,Pass,75,334,0
13081,Pass,81,2228,1
13082,Fail,91,704,1
13083,Fail,56,969,0
13084,Withdrawn,63,355,0
13085,Withdrawn,52,771,0
13086,Distinction,79,1364,0
13087,Pass,73,1578,0
13088,Pass,77,4612,1
13089,Fail,81,468,0
13090,Fail,80,123,0
13091,Fail,52,880,0
13092,Pass,74,202,0
13093,Fail,78,601,0
13094,Pass,75,1931,1
13095,Fail,73,280,0
13096,Fail,69,119,0
13097,Fail,57,2312,0
13098,Withdrawn,73,1186,0
13099,Fail,52,966,0
13100,Fail,57,224,0
13101,Pass,78,1256,0
13102,Pass,88,3528,1
13103,Pass,92,745,1
13104,Pass,79,196,0
13105,Pass,83,756,0
13106,Fail,50,935,0
13107,Withdrawn,84,502,0
13108,Withdrawn,68,1203,0
13109,Pass,81,1305,0
13110,Withdrawn,87,779,0
13111,Pass,89,3637,1
13112,Withdrawn,91,1260,1
13113,Withdrawn,82,6782,0
13114,Fail,65,2967,0
13115,Withdrawn,44,748,0
13116,Withdrawn,87,5391,0
13117,Withdrawn,90,1391,0
13118,Pass,84,2651,1
13119,Fail,85,316,0
13120,Pass,79,2439,1
13121,Pass,83,1364,0
13122,Withdrawn,69,1155,0
13123,Pass,90,252,0
13124,Withdrawn,68,5128,0
13125,Pass,77,252,0
13126,Pass,80,2005,1
13127,Pass,86,701,0
13128,Fail,71,849,0
13129,Pass,73,347,0
13130,Pass,83,321,0
13131,Fail,74,353,0
13132,Withdrawn,77,53,0
13133,Fail,51,824,0
13134,Fail,88,1392,0
13135,Pass,47,1403,0
13136,Fail,79,974,0
13137,Pass,69,1789,1
13138,Withdrawn,53,1885,0
13139,Pass,69,716,0
13140,Withdrawn,82,2729,0
13141,Withdrawn,89,83,0
13142,Pass,95,2904,1
13143,Pass,88,295,0
13144,Withdrawn,47,278,0
13145,Pass,71,1255,0
13146,Fail,61,144,0
13147,Pass,69,4109,1
13148,Withdrawn,38,1164,0
13149,Fail,60,62,0
13150,Distinction,99,1236,1
13151,Distinction,86,489,0
13152,Withdrawn,67,1125,0
13153,Fail,69,354,0
13154,Pass,84,425,0
13155,Pass,88,337,0
13156,Fail,51,312,0
13157,Pass,69,1402,0
13158,Fail,71,811,0
13159,Fail,65,128,0
13160,Fail,80,542,0
13161,Fail,56,1392,0
13162,Pass,82,5264,1
13163,Pass,82,263,0
13164,Withdrawn,98,518,1
13165,Pass,92,1224,1
13166,Fail,84,581,0
13167,Fail,54,84,0
13168,Pass,79,1081,0
13169,Fail,58,505,0
13170,Pass,93,2527,1
13171,Pass,83,9668,1
13172,Distinction,88,1679,0
13173,Fail,75,954,0
13174,Pass,85,2586,1
13175,Pass,72,2887,1
13176,Pass,70,1419,0
13177,Withdrawn,74,4938,0
13178,Distinction,88,1187,0
13179,Withdrawn,78,114,0
13180,Fail,77,154,0
13181,Fail,64,888,0
13182,Pass,67,799,0
13183,Fail,56,666,0
13184,Pass,65,631,0
13185,Fail,52,2059,0
13186,Pass,76,356,0
13187,Fail,85,1341,0
13188,Pass,74,766,0
13189,Pass,80,999,0
13190,Pass,73,1223,0
13191,Pass,72,3155,1
13192,Withdrawn,59,144,0
13193,Pass,49,423,0
13194,Pass,87,779,0
13195,Pass,82,1225,0
13196,Pass,84,4487,1
13197,Pass,93,702,1
13198,Pass,71,1997,1
13199,Fail,87,139,0
13200,Pass,80,286,0
13201,Withdrawn,74,524,0
13202,Pass,89,8781,1
13203,Pass,82,3266,1
13204,Pass,80,900,0
13205,Fail,82,191,0
13206,Distinction,89,1312,0
13207,Fail,38,277,0
13208,Withdrawn,75,778,0
13209,Distinction,83,721,0
13210,Pass,85,7045,1
13211,Pass,76,4364,1
13212,Pass,74,1309,0
13213,Fail,45,3,0
13214,Fail,54,663,0
13215,Distinction,92,594,1
13216,Fail,40,2,0
13217,Withdrawn,71,81,0
13218,Withdrawn,69,38,0
13219,Withdrawn,90,609,0
13220,Distinction,86,1896,0
13221,Withdrawn,58,174,0
13222,Distinction,89,5081,0
13223,Withdrawn,81,500,0
13224,Pass,89,2025,1
13225,Distinction,97,3987,1
13226,Distinction,86,1338,0
13227,Withdrawn,70,2170,0
13228,Pass,90,2247,1
13229,Distinction,95,859,1
13230,Distinction,88,4532,0
13231,Fail,60,1985,0
13232,Pass,61,1628,0
13233,Distinction,95,2329,1
13234,Fail,70,227,0
13235,Fail,53,1211,0
13236,Fail,67,241,0
13237,Withdrawn,64,370,0
13238,Fail,70,531,0
13239,Fail,55,326,0
13240,Pass,85,2412,1
13241,Pass,71,1304,0
13242,Pass,85,383,0
13243,Pass,79,3819,1
13244,Withdrawn,85,1203,0
13245,Withdrawn,71,505,0
13246,Pass,69,2643,1
13247,Fail,75,162,0
13248,Fail,64,1497,0
13249,Fail,66,2837,0
13250,Pass,79,741,0
13251,Fail,85,852,0
13252,Withdrawn,82,2723,0
13253,Distinction,90,1559,0
13254,Pass,88,4833,1
13255,Pass,92,6090,1
13256,Withdrawn,91,7250,1
13257,Pass,81,5353,1
13258,Pass,53,2049,1
13259,Fail,63,1899,0
13260,Withdrawn,49,131,0
13261,Pass,81,3807,1
13262,Pass,67,498,0
13263,Fail,65,129,0
13264,Distinction,87,975,0
13265,Pass,83,3420,1
13266,Pass,81,1712,1
13267,Pass,89,3859,1
13268,Withdrawn,67,1231,0
13269,Pass,85,627,0
13270,Fail,58,159,0
13271,Pass,89,1506,0
13272,Pass,75,113,0
13273,Pass,88,1066,0
13274,Pass,79,321,0
13275,Pass,84,938,0
13276,Pass,74,1678,0
13277,Pass,73,312,0
13278,Pass,77,358,0
13279,Distinction,91,2238,1
13280,Withdrawn,87,114,0
13281,Fail,83,1595,0
13282,Pass,82,1592,0
13283,Withdrawn,68,4835,0
13284,Pass,87,240,0
13285,Withdrawn,65,677,0
13286,Fail,58,34,0
13287,Pass,80,131,0
13288,Pass,81,511,0
13289,Withdrawn,68,173,0
13290,Pass,71,3129,1
13291,Pass,82,2148,1
13292,Pass,85,1001,0
13293,Distinction,95,929,1
13294,Distinction,89,2769,0
13295,Pass,63,1959,1
13296,Withdrawn,63,3813,0
13297,Pass,60,365,0
13298,Pass,86,799,0
13299,Fail,51,239,0
13300,Fail,74,213,0
13301,Fail,72,1038,0
13302,Pass,92,4915,1
13303,Pass,84,382,0
13304,Pass,84,5948,1
13305,Withdrawn,80,630,0
13306,Fail,72,151,0
13307,Fail,80,924,0
13308,Pass,79,182,0
13309,Pass,81,5438,1
13310,Withdrawn,81,2924,0
13311,Distinction,69,1180,0
13312,Pass,84,2238,1
13313,Withdrawn,71,612,0
13314,Distinction,93,2457,1
13315,Pass,75,3173,1
13316,Pass,72,554,0
13317,Pass,73,1068,0
13318,Fail,80,19,0
13319,Pass,83,3189,1
13320,Pass,84,567,0
13321,Pass,64,591,0
13322,Fail,74,1145,0
13323,Withdrawn,67,574,0
13324,Pass,50,893,0
13325,Pass,76,3304,1
13326,Pass,74,694,0
13327,Pass,83,1056,0
13328,Pass,92,2374,1
13329,Fail,43,1116,0
13330,Pass,67,2624,1
13331,Withdrawn,45,1164,0
13332,Withdrawn,70,482,0
13333,Fail,23,801,0
13334,Pass,83,2142,1
13335,Pass,88,695,0
13336,Pass,77,5062,1
13337,Pass,85,1042,0
13338,Pass,84,5236,1
13339,Withdrawn,89,3002,0
13340,Withdrawn,59,760,0
13341,Pass,74,1990,1
13342,Pass,87,478,0
13343,Pass,59,2659,1
13344,Fail,60,231,0
13345,Pass,79,3708,1
13346,Pass,87,3193,1
13347,Pass,82,1177,0
13348,Pass,85,2667,1
13349,Fail,71,651,0
13350,Pass,83,2312,1
13351,Distinction,90,268,0
13352,Withdrawn,85,4173,0
13353,Pass,72,4679,1
13354,Distinction,91,5168,1
13355,Pass,93,822,1
13356,Pass,77,680,0
13357,Pass,76,1866,1
13358,Fail,71,2251,0
13359,Withdrawn,50,114,0
13360,Fail,72,225,0
13361,Pass,54,1530,0
13362,Pass,78,3568,1
13363,Withdrawn,76,252,0
13364,Fail,81,426,0
13365,Pass,81,100,0
13366,Distinction,83,412,0
13367,Pass,76,459,0
13368,Withdrawn,71,704,0
13369,Withdrawn,62,334,0
13370,Pass,85,3060,1
13371,Withdrawn,52,2162,0
13372,Pass,62,341,0
13373,Withdrawn,56,3201,0
13374,Pass,82,1061,0
13375,Withdrawn,63,1105,0
13376,Pass,60,305,0
13377,Withdrawn,67,244,0
13378,Distinction,84,548,0
13379,Pass,71,1593,0
13380,Pass,95,1239,1
13381,Pass,85,797,0
13382,Withdrawn,65,2040,0
13383,Pass,75,468,0
13384,Withdrawn,68,3314,0
13385,Withdrawn,67,439,0
13386,Pass,77,869,0
13387,Pass,78,1406,0
13388,Distinction,98,3900,1
13389,Fail,57,116,0
13390,Distinction,94,772,1
13391,Pass,81,1072,0
13392,Fail,65,1431,0
13393,Fail,59,118,0
13394,Pass,79,487,0
13395,Pass,83,259,0
13396,Distinction,92,1150,1
13397,Distinction,80,330,0
13398,Withdrawn,69,340,0
13399,Fail,79,451,0
13400,Distinction,85,399,0
13401,Fail,68,178,0
13402,Pass,81,196,0
13403,Pass,69,1341,0
13404,Withdrawn,74,3381,0
13405,Distinction,94,2728,1
13406,Pass,88,3333,1
13407,Pass,77,2357,1
13408,Pass,88,975,0
13409,Pass,73,495,0
13410,Pass,89,11421,1
13411,Pass,78,647,0
13412,Pass,85,511,0
13413,Withdrawn,60,588,0
13414,Fail,86,127,0
13415,Pass,90,757,0
13416,Withdrawn,58,740,0
13417,Withdrawn,80,243,0
13418,Pass,84,1790,1
13419,Distinction,86,2071,0
13420,Pass,87,7884,1
13421,Fail,63,1985,0
13422,Distinction,90,2848,0
13423,Pass,82,1164,0
13424,Pass,85,432,0
13425,Fail,70,752,0
13426,Pass,84,2823,1
13427,Pass,85,976,0
13428,Pass,84,1456,0
13429,Pass,92,1157,1
13430,Withdrawn,77,1511,0
13431,Pass,88,2484,1
13432,Fail,76,1406,0
13433,Distinction,75,820,0
13434,Pass,79,2472,1
13435,Fail,54,624,0
13436,Pass,93,6070,1
13437,Pass,77,673,0
13438,Pass,51,725,0
13439,Pass,84,1309,0
13440,Distinction,87,570,0
13441,Fail,82,813,0
13442,Pass,71,4277,1
13443,Fail,36,150,0
13444,Fail,68,241,0
13445,Distinction,86,673,0
13446,Pass,63,762,0
13447,Pass,70,237,0
13448,Withdrawn,57,113,0
13449,Pass,86,2195,1
13450,Pass,73,1219,0
13451,Withdrawn,66,677,0
13452,Fail,80,176,0
13453,Withdrawn,71,2060,0
13454,Withdrawn,61,396,0
13455,Withdrawn,63,785,0
13456,Withdrawn,71,3413,0
13457,Pass,70,503,0
13458,Withdrawn,85,35,0
13459,Pass,75,1287,0
13460,Pass,70,1393,0
13461,Fail,58,336,0
13462,Fail,56,445,0
13463,Pass,89,3359,1
13464,Withdrawn,60,417,0
13465,Withdrawn,63,256,0
13466,Pass,85,6915,1
13467,Distinction,84,3696,0
13468,Withdrawn,44,328,0
13469,Pass,66,505,0
13470,Pass,83,691,0
13471,Pass,84,667,0
13472,Distinction,64,1610,0
13473,Fail,47,476,0
13474,Pass,63,1401,0
13475,Fail,57,174,0
13476,Pass,77,1374,0
13477,Distinction,85,5046,0
13478,Pass,83,1132,0
13479,Pass,75,2309,1
13480,Withdrawn,76,235,0
13481,Fail,80,469,0
13482,Pass,79,927,0
13483,Distinction,90,4914,0
13484,Pass,84,586,0
13485,Pass,52,987,0
13486,Withdrawn,64,3519,0
13487,Fail,71,428,0
13488,Pass,86,734,0
13489,Pass,80,1270,0
13490,Fail,81,477,0
13491,Pass,76,676,0
13492,Fail,71,2533,0
13493,Fail,52,23,0
13494,Distinction,87,1012,0
13495,Pass,72,287,0
13496,Fail,75,436,0
13497,Pass,64,1798,1
13498,Fail,65,990,0
13499,Pass,80,2481,1
13500,Fail,65,66,0
13501,Withdrawn,78,3849,0
13502,Pass,79,5115,1
13503,Withdrawn,81,480,0
13504,Pass,83,302,0
13505,Pass,70,350,0
13506,Pass,51,2384,1
13507,Fail,99,1120,1
13508,Pass,76,578,0
13509,Pass,87,672,0
13510,Pass,71,2210,1
13511,Pass,87,982,0
13512,Pass,83,5071,1
13513,Pass,55,1854,1
13514,Pass,65,2482,1
13515,Fail,65,2022,0
13516,Pass,87,947,0
13517,Pass,63,407,0
13518,Withdrawn,87,1546,0
13519,Pass,75,405,0
13520,Fail,39,1445,0
13521,Pass,80,2544,1
13522,Fail,72,2026,0
13523,Pass,62,709,0
13524,Pass,80,1380,0
13525,Pass,79,2615,1
13526,Pass,69,1388,0
13527,Fail,45,6,0
13528,Withdrawn,70,2770,0
13529,Distinction,88,3076,0
13530,Pass,85,1166,0
13531,Pass,88,395,0
13532,Withdrawn,37,1048,0
13533,Pass,83,1332,0
13534,Fail,85,314,0
13535,Pass,62,305,0
13536,Fail,85,410,0
13537,Withdrawn,78,1258,0
13538,Pass,67,2570,1
13539,Pass,84,5925,1
13540,Withdrawn,53,507,0
13541,Distinction,94,2561,1
13542,Pass,79,1021,0
13543,Withdrawn,68,293,0
13544,Fail,80,57,0
13545,Pass,76,5189,1
13546,Withdrawn,37,198,0
13547,Fail,65,92,0
13548,Fail,55,360,0
13549,Distinction,90,1775,0
13550,Fail,69,7246,0
13551,Fail,70,540,0
13552,Pass,55,594,0
13553,Withdrawn,1,19,0
13554,Pass,72,958,0
13555,Fail,58,1730,0
13556,Distinction,88,6066,0
13557,Distinction,98,823,1
13558,Pass,76,613,0
13559,Withdrawn,76,2316,0
13560,Withdrawn,83,266,0
13561,Pass,79,6323,1
13562,Pass,57,735,0
13563,Withdrawn,77,625,0
13564,Pass,78,929,0
13565,Pass,77,2359,1
13566,Distinction,68,393,0
13567,Fail,67,839,0
13568,Pass,82,3599,1
13569,Distinction,87,5714,0
13570,Fail,49,128,0
13571,Fail,80,669,0
13572,Pass,72,270,0
13573,Fail,64,510,0
13574,Pass,91,14808,1
13575,Withdrawn,79,445,0
13576,Pass,66,3435,1
13577,Fail,71,62,0
13578,Fail,60,464,0
13579,Pass,80,944,0
13580,Fail,72,130,0
13581,Pass,79,5099,1
13582,Pass,84,2778,1
13583,Withdrawn,66,343,0
13584,Pass,91,1717,1
13585,Pass,85,385,0
13586,Pass,65,78,0
13587,Pass,83,3814,1
13588,Distinction,87,3356,0
13589,Pass,75,252,0
13590,Pass,86,509,0
13591,Pass,79,819,0
13592,Fail,77,261,0
13593,Distinction,81,2050,0
13594,Pass,83,599,0
13595,Pass,79,2615,1
13596,Withdrawn,48,4591,0
13597,Pass,75,539,0
13598,Withdrawn,51,5319,0
13599,Pass,58,1051,0
13600,Pass,78,396,0
13601,Pass,80,167,0
13602,Distinction,97,2358,1
13603,Fail,99,953,1
13604,Fail,57,191,0
13605,Withdrawn,73,369,0
13606,Fail,65,133,0
13607,Distinction,97,6141,1
13608,Pass,78,3449,1
13609,Withdrawn,55,6,0
13610,Withdrawn,49,352,0
13611,Fail,40,3629,0
13612,Fail,78,75,0
13613,Withdrawn,91,737,1
13614,Fail,94,238,1
13615,Withdrawn,74,218,0
13616,Pass,80,2713,1
13617,Pass,82,661,0
13618,Pass,68,172,0
13619,Withdrawn,70,108,0
13620,Pass,63,2233,1
13621,Fail,65,1375,0
13622,Pass,59,5456,1
13623,Distinction,84,477,0
13624,Pass,85,5902,1
13625,Fail,80,3251,0
13626,Pass,57,189,0
13627,Pass,68,3028,1
13628,Withdrawn,34,892,0
13629,Pass,81,1490,0
13630,Pass,68,962,0
13631,Withdrawn,33,199,0
13632,Distinction,91,2312,1
13633,Fail,78,76,0
13634,Pass,81,2612,1
13635,Withdrawn,63,43,0
13636,Pass,88,1616,0
13637,Pass,70,345,0
13638,Fail,71,2464,0
13639,Pass,80,839,0
13640,Pass,80,618,0
13641,Pass,91,617,1
13642,Distinction,91,7709,1
13643,Pass,57,170,0
13644,Withdrawn,82,1240,0
13645,Pass,73,1408,0
13646,Fail,66,406,0
13647,Pass,82,3204,1
13648,Pass,66,802,0
13649,Pass,82,248,0
13650,Distinction,89,551,0
13651,Withdrawn,78,2603,0
13652,Pass,81,2663,1
13653,Fail,89,2358,0
13654,Pass,79,338,0
13655,Pass,77,163,0
13656,Pass,62,800,0
13657,Distinction,83,535,0
13658,Pass,93,6172,1
13659,Pass,69,897,0
13660,Pass,90,658,0
13661,Pass,87,2485,1
13662,Pass,83,13023,1
13663,Pass,62,612,0
13664,Pass,90,1399,0
13665,Withdrawn,76,1246,0
13666,Pass,89,2893,1
13667,Fail,40,181,0
13668,Withdrawn,71,1035,0
13669,Pass,77,2260,1
13670,Pass,69,88,0
13671,Fail,72,2637,0
13672,Withdrawn,79,70,0
13673,Pass,91,3001,1
13674,Pass,89,2332,1
13675,Withdrawn,72,613,0
13676,Pass,80,429,0
13677,Pass,82,283,0
13678,Pass,49,166,0
13679,Pass,76,622,0
13680,Pass,75,1075,0
13681,Pass,80,576,0
13682,Withdrawn,88,1367,0
13683,Withdrawn,87,2349,0
13684,Pass,82,248,0
13685,Withdrawn,75,488,0
13686,Pass,48,773,0
13687,Distinction,91,6723,1
13688,Distinction,79,642,0
13689,Pass,63,232,0
13690,Withdrawn,68,469,0
13691,Distinction,89,614,0
13692,Pass,89,218,0
13693,Pass,92,381,1
13694,Fail,76,795,0
13695,Withdrawn,0,9,0
13696,Withdrawn,25,219,0
13697,Pass,54,231,0
13698,Fail,86,132,0
13699,Fail,31,7,0
13700,Pass,59,4680,1
13701,Pass,79,382,0
13702,Distinction,91,2051,1
13703,Pass,89,701,0
13704,Pass,81,1404,0
13705,Pass,81,30,0
13706,Withdrawn,73,692,0
13707,Pass,84,325,0
13708,Fail,59,156,0
13709,Fail,61,2614,0
13710,Pass,91,926,1
13711,Pass,92,1125,1
13712,Pass,73,799,0
13713,Distinction,80,666,0
13714,Pass,84,2393,1
13715,Pass,75,2040,1
13716,Pass,69,1038,0
13717,Pass,77,3089,1
13718,Withdrawn,90,118,0
13719,Pass,55,486,0
13720,Pass,69,1279,0
13721,Fail,87,125,0
13722,Distinction,88,1403,0
13723,Withdrawn,63,382,0
13724,Withdrawn,75,1501,0
13725,Pass,79,643,0
13726,Withdrawn,60,36,0
13727,Pass,91,7618,1
13728,Fail,85,332,0
13729,Withdrawn,75,186,0
13730,Pass,84,758,0
13731,Pass,76,861,0
13732,Pass,71,1001,0
13733,Pass,82,590,0
13734,Pass,88,2419,1
13735,Fail,37,1461,0
13736,Fail,70,146,0
13737,Pass,77,2930,1
13738,Fail,68,1383,0
13739,Pass,82,1299,0
13740,Withdrawn,35,37,0
13741,Distinction,89,1775,0
13742,Withdrawn,72,2019,0
13743,Pass,94,3354,1
13744,Fail,59,1585,0
13745,Withdrawn,56,389,0
13746,Pass,70,1333,0
13747,Pass,75,3180,1
13748,Pass,69,1535,0
13749,Fail,59,333,0
13750,Fail,72,280,0
13751,Pass,82,3249,1
13752,Pass,89,5186,1
13753,Withdrawn,44,418,0
13754,Distinction,89,1228,0
13755,Withdrawn,37,571,0
13756,Pass,57,1345,0
13757,Pass,68,1227,0
13758,Fail,90,529,0
13759,Pass,76,1099,0
13760,Fail,76,224,0
13761,Withdrawn,57,140,0
13762,Pass,70,2273,1
13763,Pass,70,3020,1
13764,Fail,52,716,0
13765,Fail,71,523,0
13766,Fail,71,4179,0
13767,Distinction,94,952,1
13768,Pass,83,303,0
13769,Withdrawn,71,324,0
13770,Pass,83,2001,1
13771,Pass,61,349,0
13772,Fail,50,118,0
13773,Pass,63,439,0
13774,Fail,29,86,0
13775,Distinction,85,884,0
13776,Pass,88,8859,1
13777,Distinction,91,6360,1
13778,Pass,79,1324,0
13779,Withdrawn,71,134,0
13780,Pass,70,673,0
13781,Fail,75,196,0
13782,Pass,85,4444,1
13783,Withdrawn,74,277,0
13784,Pass,58,799,0
13785,Fail,49,316,0
13786,Distinction,82,1754,0
13787,Fail,39,2,0
13788,Distinction,77,493,0
13789,Fail,69,1602,0
13790,Withdrawn,78,1270,0
13791,Withdrawn,72,314,0
13792,Withdrawn,76,551,0
13793,Withdrawn,64,466,0
13794,Pass,61,1214,0
13795,Pass,89,367,0
13796,Withdrawn,81,4260,0
13797,Fail,49,561,0
13798,Withdrawn,82,1449,0
13799,Pass,75,1781,1
13800,Pass,59,246,0
13801,Pass,81,518,0
13802,Fail,62,2360,0
13803,Pass,86,5844,1
13804,Distinction,82,979,0
13805,Fail,85,111,0
13806,Fail,45,246,0
13807,Fail,66,990,0
13808,Pass,79,329,0
13809,Pass,81,433,0
13810,Withdrawn,70,343,0
13811,Pass,81,720,0
13812,Pass,73,4546,1
13813,Pass,86,446,0
13814,Pass,83,840,0
13815,Fail,47,1897,0
13816,Fail,41,294,0
13817,Fail,50,735,0
13818,Fail,74,866,0
13819,Withdrawn,80,2901,0
13820,Pass,61,665,0
13821,Withdrawn,70,311,0
13822,Fail,53,242,0
13823,Pass,64,3335,1
13824,Pass,78,1447,0
13825,Pass,76,169,0
13826,Pass,88,2256,1
13827,Pass,78,1516,0
13828,Fail,54,402,0
13829,Pass,74,143,0
13830,Pass,81,5278,1
13831,Fail,52,273,0
13832,Fail,66,265,0
13833,Pass,76,2185,1
13834,Fail,46,439,0
13835,Pass,71,263,0
13836,Withdrawn,84,449,0
13837,Pass,78,2452,1
13838,Pass,85,1049,0
13839,Distinction,79,211,0
13840,Pass,84,688,0
13841,Pass,73,528,0
13842,Distinction,89,4019,0
13843,Pass,87,582,0
13844,Fail,60,638,0
13845,Distinction,81,776,0
13846,Pass,85,352,0
13847,Fail,74,52,0
13848,Pass,84,3823,1
13849,Fail,76,554,0
13850,Fail,55,323,0
13851,Distinction,89,3033,0
13852,Withdrawn,82,417,0
13853,Distinction,74,256,0
13854,Fail,51,858,0
13855,Withdrawn,66,1767,0
13856,Pass,86,302,0
13857,Pass,88,631,0
13858,Distinction,82,1122,0
13859,Withdrawn,77,2630,0
13860,Fail,68,3464,0
13861,Withdrawn,91,19673,1
13862,Distinction,88,253,0
13863,Pass,74,797,0
13864,Pass,76,2955,1
13865,Distinction,84,1087,0
13866,Fail,44,1331,0
13867,Pass,87,3102,1
13868,Pass,76,3251,1
13869,Fail,50,397,0
13870,Distinction,91,2815,1
13871,Fail,74,280,0
13872,Withdrawn,72,403,0
13873,Withdrawn,65,485,0
13874,Pass,59,493,0
13875,Distinction,89,4899,0
13876,Pass,84,1376,0
13877,Pass,74,3787,1
13878,Pass,77,1345,0
13879,Pass,88,916,0
13880,Pass,78,4739,1
13881,Pass,78,455,0
13882,Pass,48,272,0
13883,Withdrawn,46,223,0
13884,Distinction,85,779,0
13885,Pass,56,536,0
13886,Pass,79,199,0
13887,Withdrawn,75,2002,0
13888,Distinction,87,611,0
13889,Withdrawn,45,3630,0
13890,Pass,74,878,0
13891,Distinction,89,2142,0
13892,Fail,53,1744,0
13893,Distinction,90,1200,0
13894,Fail,58,1841,0
13895,Fail,38,617,0
13896,Fail,85,1238,0
13897,Fail,58,831,0
13898,Withdrawn,55,514,0
13899,Pass,80,1052,0
13900,Fail,56,164,0
13901,Pass,78,2337,1
13902,Distinction,93,1923,1
13903,Pass,82,1749,1
13904,Withdrawn,76,602,0
13905,Distinction,83,1084,0
13906,Pass,72,838,0
13907,Pass,48,425,0
13908,Fail,57,708,0
13909,Fail,80,593,0
13910,Pass,78,1077,0
